Language,Category,Action,true_label,pred_label,Advice
Bangla,morality-ethics|social-norms,"গত সপ্তাহে রোহান তার রুমমেট অ্যালেক্সের কাছ থেকে দুপুরের খাবারের জন্য $5 ধার নিয়েছিল। অ্যালেক্স মনে করিয়ে দিতেই, রোহান ভুলে যাওয়ার ভান করল, আশা করছিল অ্যালেক্স ব্যাপারটা ছেড়ে দেবে। অ্যালেক্স বিরক্ত বোধ করল এবং রোহানকে আর টাকা ধার দেওয়া এড়িয়ে চলল।",Good Civic Sense,Bad Civic Sense,আপনার ধার করা টাকা ফেরত দেওয়া উচিত।
Bangla,social-norms,"একটি পারিবারিক অনুষ্ঠানে, মাসি মায়ার কুকুর বাডি ক্রমাগত অতিথিদের উপর ঝাঁপিয়ে পড়ছিল, অবিরাম ঘেউ ঘেউ করছিল, এবং এমনকি টেবিল থেকে খাবার ছিনিয়ে নেওয়ার চেষ্টা করছিল। এই বিশৃঙ্খলা বিরক্তিকর ছিল।",Good Civic Sense,Bad Civic Sense,"যখন কারো পোষা প্রাণী দুর্ব্যবহার করে, তখন বিরক্ত হওয়া স্বাভাবিক।"
Bangla,social-norms,"জন সাময়িকভাবে তার বন্ধুর অ্যাপার্টমেন্টে চলে গিয়েছিল কিন্তু পরে ভাড়া বা ইউটিলিটি বিল দিতে অস্বীকার করে, দাবি করে যে সে জায়গাটি দখল করে তাদের উপকার করছে। সে অনির্দিষ্টকালের জন্য বিনামূল্যে বাসস্থান আশা করছিল।",Bad Civic Sense,Good Civic Sense,"যে জিনিসের জন্য সাধারণত অর্থ প্রদান করা হয়, তা বিনামূল্যে আশা করা ভুল।"
Banglish,advice,"Karim online-e ekta new smartphone order korechilo, kintu jokhon eta eshe pouchelo, tokhon camera advertise-e jemon bola hoyechilo temon kaj korchilo na. She promptly return request korlo, faulty product-er jonno full refund pawar asha niye.",Good Civic Sense,Bad Civic Sense,"Je jinish gulo promise moto na, shegulo return dewa thik ache."
Banglish,morality-ethics,"Gorutoro kashi ebong jwor thaka shottew, Ben office-e ashar jonno jor diyechilo, karon tar guruttopurno kaj chilo. She meeting jure kashte thaklo, ebong koyek diner modhye besh koyekjon shohokormi oshustho hoye porlo.",Bad Civic Sense,Good Civic Sense,Onno-der apnar oshusthotar jhunki-te fela kharap.
Bangla,social-norms,"ব্রেকআপের পর রিনা তার প্রাক্তন প্রেমিককে তার দামি ঘড়িটা ফেরত দেয়নি, যদিও সে বারবার চেয়েছিল। সম্পর্কের তিক্ততার কারণে সে এটিকে নিজের প্রাপ্য মনে করেছিল।",Bad Civic Sense,Good Civic Sense,অন্যের জিনিস নিজের কাছে রাখা ঠিক নয়।
Banglish,social-norms,"Ekta online forum e, ekjon moderator unfair bhabe tader opinion er critical comments delete korechilo. Rahul ei bias notice kore and publicly moderator er actions niye question korlo, forum rules cite kore.",Good Civic Sense,Bad Civic Sense,"Ekjon moderator jodi unfair manner e behave kore, take call out kora thik."
Bangla,morality-ethics|description,"যখন তার বড় ভাই ফ্যামিলি পিকনিকে জলের বেলুন যুদ্ধ শুরু করল, সমীর লজ্জিত বোধ করল, ভেবেছিল সে আরও পরিপক্ক আচরণ করুক।",Good Civic Sense,Bad Civic Sense,"এটা স্বাভাবিক যে আমরা যাদের যত্ন করি, তারা যেন শিশুসুলভ কিছু না করে।"
Banglish,advice,"Sarddin office-er por, Rina'r ma phone kore tar shob paribaric shomosshar kotha bolte shuru korlen. Rina ek ghonta dhore shunchilo, nijer kandhe ekta bojha onuvob korchilo, nijer manoshik chap shamle ma-er shomosshar shomadhan dite parchhilo na.",Good Civic Sense,Bad Civic Sense,Onner shomossha shune obhibhuto howa shabhabik.
Bangla,social-norms|description,"বছরের পর বছর নিজের পরিচয় নিয়ে সংগ্রাম করার পর, প্রিয়া অবশেষে তার মাকে বলতে সাহস পেল যে সে সমকামী। তবে, সমালোচনার ভয় তাকে গ্রাস করল এবং সে দ্রুত তার স্বীকারোক্তি প্রত্যাহার করে নিল, ভান করল যে এটি একটি ঠাট্টা ছিল।",Bad Civic Sense,Good Civic Sense,সমকামী হওয়ার জন্য লজ্জিত হওয়ার দরকার নেই।
Banglish,morality-ethics,"Ekta presentation-er shomoy, Sarah target korlo tar colleague Lisa-r skirt-e ekta choto chhera ache, ja besh kichu reveal korchilo. Sarah secretly Lisa ke ekpashe deke take janalo, take aro embarrassment theke bachalo.",Good Civic Sense,Bad Civic Sense,Kauke embarrassing kichu bola thik ache jodi ta take help korar jonno hoy.
Banglish,social-norms,"Community park e ekdol bacha football khela shuru korlo. Jokhon Liam, je wheelchair use kore, khete chailo, tokhon tara quickly excuse dilo je she keep up korte parbe na, ebong take bade diye khela chalie gelo.",Bad Civic Sense,Good Civic Sense,Apnar disabled kauke differently treat kora uchit na.
Bangla,social-norms,"সারা তার জন্মদিনের ছোট পার্টি দিচ্ছিল। সে খুব সাবধানে অতিথিদের তালিকা তৈরি করেছিল, যাতে কেবল পছন্দের মানুষরাই থাকে এবং একটা আরামদায়ক পরিবেশ তৈরি হয়।",Bad Civic Sense,Good Civic Sense,আপনার গেট-টুগেদারে কেবল পছন্দের মানুষদের রাখার অধিকার আপনার আছে।
Banglish,morality-ethics,"Bar bar shotorko kora shattweo, Mayar shongi, Sam, helmet charai tar motorcycle chalano chalite chhilo. Maya jante parlo Sam er ekta choto durghotona hoyeche ebong she thik ache jene swosti pelo, kintu Sam er beporoya acharoner jonno tar modhye krodher dheu khele gelo.",Good Civic Sense,Bad Civic Sense,"Apnar priyojon jokhon emon kichu kore ja tader nijeder khoti korte pare, tokhon tader upor rag kora thik."
Banglish,social-norms,"Byasto more, ekti gari lal bati upeksha kore druto chole gelo, thik jokhon ekjon pothochari rasta par hote jachchilo. Pothochari druto pichiye gelo, olper jonno songhorsho eralo, pichoner chalok shothikbhabe thamar karone.",Good Civic Sense,Bad Civic Sense,Traffic ain mana apnar kach theke protyashito.
